date,return,volatility,volume change,order flow imbalance,illiquidity
2020-08-21,-0.0020358523965453507,0.03772454844332249,-0.5599478545123788,-0.18736857627750575,0.0008865773855882866
2020-08-21,0.012051027342354064,0.03780829443069435,-0.3518336207305596,0.09480926222602211,0.007586906797443678
2020-08-21,-0.006367921823109885,0.035303375088589974,0.34974892169893906,-0.018211747636882387,0.0028436965005305005
2020-08-21,0.008856121208311583,0.03524782354383088,-0.8296684969084784,0.1266628588927791,0.008979842488158132
2020-08-21,-0.003444222402567871,0.031084870357021118,1.3031840435122943,-0.017041654702899277,0.0009509411309173877
2020-08-21,-0.012443016211882409,0.029872059367796133,-0.7120053199270261,0.1489234448868524,0.0070259943441049666
2020-08-21,-0.02033542000744742,0.029994132395173994,-0.2847899176878456,-0.0057259032273271,0.015503363219276955
2020-08-22,0.0024678313247351326,0.029766317271617243,0.28191068350807624,-0.1401659952931172,0.001444445242155949
2020-08-22,0.03453749965263551,0.030468549068253508,-0.3771049569583557,-0.03304503225867078,0.028746539146860817
2020-08-22,-0.0033049996863462098,0.030355394644318762,0.1635750628593233,0.0573183625527009,0.002310839583671651
2020-08-22,0.15167573915602148,0.039220980276297356,2.3902965211867215,0.3175107028857282,0.008388439416988988
2020-08-22,0.13418733580452058,0.04440120312668361,0.37450008193765916,0.16940376657589534,0.004699761289330646
2020-08-22,-0.021880328495878426,0.04454335639525239,-0.6324214434793136,0.12366969163071662,0.0014015550889582896
2020-08-22,-0.00010484653098647582,0.044313870487865566,0.231384936966706,0.09981747945249661,5.384798059234328e-06
2020-08-22,0.0020163672952792262,0.04275751815449461,-0.26002143193188904,-0.007703439257825545,0.00013230456828473052
2020-08-22,0.08415146895879047,0.0446540513062238,-0.04113082364219454,0.11981248927658865,0.005488731925144947
2020-08-22,0.01451584481505064,0.044458159421495336,0.07466307006180235,0.09328398413405684,0.0008246956263531429
2020-08-22,0.012413741330719862,0.04443034710624342,-0.45321694745226937,0.0407940984750901,0.001142310376307427
2020-08-22,0.04192539566232549,0.04471592447720397,0.11622242212813577,0.14206451961979777,0.0032394178525082485
2020-08-23,-0.010062580676492485,0.04465489349244124,-0.15642139338001082,-0.057872670731761854,0.0009202990737374214
2020-08-23,-0.07288771574849263,0.046532846732972824,-0.13292695124022444,-0.1305835956376242,0.007835975944096883
2020-08-23,0.011470546389117426,0.04652480302382617,-0.5369644154406846,0.051104896013188954,0.0021379825174844096
2020-08-23,0.014601245570485472,0.04514038626321678,0.04814429583971494,0.0651325530659122,0.0025967457248805064
2020-08-23,-0.007273973475446005,0.04454680897459456,-0.22699323081940226,-0.18336958790896807,0.0016080961065700066
2020-08-23,-0.1107259190933588,0.04971320574602302,1.3243650308046355,-0.10953946864118823,0.0069320368312632535
2020-08-23,0.027480632236770865,0.049825618205926264,-0.17634812749333137,-0.00911303674752722,0.0020906890481992312
2020-08-23,0.016997868659443176,0.049033665508739076,-0.36816681740311763,0.049350678204190375,0.0018760639610884023
2020-08-23,-0.037099180030749454,0.04980485936380987,-0.45877387894423816,0.04060434530856366,0.006524223688904972
2020-08-23,0.06777473239766103,0.05081820910149436,-0.2685855722779738,0.0850059970274216,0.0150892733500605
2020-08-23,-0.03057325580910164,0.05112718287087461,0.20885562383307077,0.07346520387469396,0.0054409965070494415
2020-08-23,0.01711437130029235,0.05109187524252793,0.013613171537532467,0.1807679481814373,0.0029987669340497468
2020-08-24,-0.040215702573690296,0.05192473200827847,-0.14560352354963427,-0.04586256645872382,0.008371703059842072
2020-08-24,0.032442792776078776,0.05201593435632971,0.24081915719658903,0.23238886843887827,0.005334849700671269
2020-08-24,0.005533041743163089,0.05202230634598579,-0.09866243420868098,0.24232149613457246,0.0009785922270918795
2020-08-24,-0.0014119310499527775,0.0520054732930841,0.4195601221887764,0.15864819154928356,0.00016128357015180012
2020-08-24,0.020725354182588206,0.05186207669794819,-0.36733639690089376,0.21110695478468883,0.003465044692734203
2020-08-24,0.026268201413077154,0.051581960839222576,0.3500590372897616,0.32132257527789826,0.0030186094201889086
2020-08-24,0.025595807903041338,0.05159568388827393,0.2610848600064799,0.13431295396923462,0.002194307814944615
2020-08-24,-0.012110200761772473,0.05164362491321607,-0.4751176899237462,0.07271356668188125,0.0016830286073302705
2020-08-24,0.04971147158668897,0.05200854142356389,0.8325410478081985,0.06955686576632313,0.002876947213094924
2020-08-24,0.005588746940940846,0.0450176617008353,-0.7909280154468796,0.1493502192126204,0.0007165579641566165
2020-08-24,0.05468088470047347,0.03937221446751676,0.6102389419059308,0.13151551634634917,0.0035977531165267943
2020-08-24,-0.02675910802415286,0.039502154908809095,-0.362246081241199,-0.050309738984804016,0.0024933166588606698
2020-08-25,0.0615715921925512,0.04075536118646405,-0.11910885127418255,0.0953735895053508,0.006478316470162022
2020-08-25,-0.008046257563878941,0.04084858891757792,0.4266626635805081,0.16519597398305202,0.0005357024543581612
2020-08-25,0.005288940701088619,0.03821711680212141,-0.11262870339086202,0.10569023422339185,0.00038864565997345497
2020-08-25,-0.030333246407364643,0.0387121525889921,0.20198525803681275,0.09232898478384072,0.0018735281079923394
2020-08-25,-0.004129071080136,0.0387009249074086,-0.5168979981927649,0.117874850337527,0.0004347501621799929
2020-08-25,0.04912830612830249,0.03897146674665627,0.00942153932475744,0.1442460417022059,0.004934352953171123
2020-08-25,-0.019602842186327792,0.03912327354486874,0.41492012342695583,-0.04861006231749612,0.0013160195384687985
2020-08-25,-0.008505380101610033,0.036492835513043394,-0.17587647960661257,-0.0015124502856082758,0.0006894872651844109
2020-08-25,0.11204198545444083,0.041383097368538735,1.0572779542312023,0.08642629209835677,0.002877233317251555
